record_type,id,title,category_or_severity,species,content_hash,review_status,reviewer,license_number,reviewed_at,production_eligible
knowledge_card,OS-GI-001,犬突然出现轻度腹泻,gastrointestinal,dog,d6da72a1936ea5b4c956876d590dc55e1513b0533b504602ee13bd1f21277653,pending,,,,false
knowledge_card,OS-GI-002,犬腹泻时需要记录哪些信息,gastrointestinal,dog,0bdc9239d85ec97ebc2cce759010e33c75ba61334fe20450af4ea172e65353a2,pending,,,,false
knowledge_card,OS-GI-003,犬腹泻是否可以自行用抗生素,gastrointestinal,dog,60d5af9e925934c20d9f1fad78be625e78aaa867c9122a2fa16369694d5c4008,pending,,,,false
knowledge_card,OS-RESP-001,猫打喷嚏并有鼻眼分泌物,respiratory,cat,2cdd5675dec082e993229fe36e558f51a0257ba1964d358da9560a7e7776dd84,pending,,,,false
knowledge_card,OS-RESP-002,犬持续咳嗽,respiratory,dog,37905270964dc4492b0586a0712d655735a6032967866983711a54bb6e7592de,pending,,,,false
knowledge_card,OS-RESP-003,猫狗呼吸道症状是否需要抗生素,respiratory,cat|dog,229564eeda03d0ee1468135bfd722cada2585cdb13a6f9571cd58f9127be6a3c,pending,,,,false
knowledge_card,OS-EAR-001,犬频繁抓耳或甩头,ear,dog,3c2f397b0bf4f156a6e7b9c12ac929312b94a6fd0a23d2c85270a6a86ddf7b61,pending,,,,false
knowledge_card,OS-EAR-002,犬耳朵异味和分泌物,ear,dog,6fa35aea27637503120a13cdad3e5c953473fb13e3aeb096e35ec43ce0620600,pending,,,,false
knowledge_card,OS-EAR-003,猫耳朵很脏并抓挠,ear,cat,5954fef88c0bf980b0f80b93e02607b8d10f69a552bb1f17f9153116876be749,pending,,,,false
knowledge_card,OS-ORAL-001,猫口臭,oral,cat,3883c02cc2634ed3496f01f6a8b206ae884c69acf51b68521dd5018bc5e7af81,pending,,,,false
knowledge_card,OS-ORAL-002,猫牙齿有牙结石,oral,cat,ee5f64d0dbf769a8c5dce7fdc244bf3b4f22bdbe0c1d34c101e8d582a6b4ad0c,pending,,,,false
knowledge_card,OS-ORAL-003,犬牙龈红和口臭,oral,dog,c88acee2bb64908ba6c291301bf7571bfacdc251a3b63bf922f3753b9763fc88,pending,,,,false
knowledge_card,OS-ORAL-004,猫可能出现口腔疼痛的表现,oral,cat,f4458c295890c7e3892b3480d06e7f9f67a774e6a3c42108671f23917dc0678d,pending,,,,false
knowledge_card,OS-MSK-001,犬起身僵硬或活动减少,musculoskeletal,dog,115f024db956edefe7af1576a6d67b9ad03465afb1a9a1a52eef26fa9cde64a3,pending,,,,false
knowledge_card,OS-MSK-002,猫减少跳跃,musculoskeletal,cat,15997dfaad7991b3e5c7c9ea408d92bcfef5c5ad9c6ad7a64d77245c19ab7421,pending,,,,false
knowledge_card,OS-MSK-003,老年猫狗活动变化需要记录什么,musculoskeletal,cat|dog,b2ac6c6ab91c5476f84c4dd01d758d0f74b5a6c9dd4d2062609192b277b25408,pending,,,,false
knowledge_card,OS-UR-001,猫频繁进猫砂盆但尿量很少,urinary,cat,1d08c75d2d100b8eafa30bf3121f859aaa8719596dd63090d79387e442799e82,pending,,,,false
knowledge_card,OS-UR-002,猫尿中带血,urinary,cat,a14ac112c1c29db0588716618a4d08f8e26fed08404310ec28264bf627a229d6,pending,,,,false
knowledge_card,OS-UR-003,猫尿道阻塞风险,urinary,cat,3501aa7ca5417ed41936e64bffa3a98715aacca986d84fa4109524969f238c43,pending,,,,false
knowledge_card,OS-SKIN-001,犬反复瘙痒,dermatology,dog,a1b4f4bb64bfca71d52482e4912b3b5f729e1bf9272ad067d5f3b66d1ca42e67,pending,,,,false
knowledge_card,OS-SKIN-002,犬舔爪和耳朵反复不适,dermatology,dog,30ab0aa123740a7382dca5419bac6cf2625c419dd17ec37142e4fab5c14849dd,pending,,,,false
knowledge_card,OS-SKIN-003,猫狗局部脱毛不能只凭照片判断,dermatology,cat|dog,7b4dd0d5d203664054f3f368787a70eab4849bd3f91e2e90c6956620b4a51412,pending,,,,false
